Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility_Ratio,Item_Type_Combined,Outlet_Years,Outlet,Item
0,FDZ55,160.99200000000002,2716.4640000000004,0.025403897999999998,6.055,OUT035,1,2,1,0.9988808402357965,1,9,6,1258
2,FDQ49,155.963,3285.723,0.039057677,20.2,OUT027,2,1,3,0.9541219242227013,1,28,5,811
2,FDN33,95.6436,661.8052,0.123115764,6.305,OUT046,0,2,1,0.9990697475981462,1,16,8,674
0,FDN27,117.2808,1523.3504,0.039624006,20.85,OUT049,0,1,1,1.163307491313076,1,14,9,670
0,FDW20,122.17299999999999,369.519,0.040421193,20.75,OUT010,2,1,0,1.7352530512933784,1,15,0,1082
0,DRG27,39.9138,690.4346,0.10527411099999999,8.895,OUT049,0,1,1,1.029670894287246,0,14,9,57
0,DRI25,55.1614,1381.535,0.033970195,19.6,OUT045,1,1,1,0.9315179184271948,0,11,7,82
0,FDA44,57.893,622.523,0.053212652,19.7,OUT035,1,2,1,0.9294568248579793,1,9,6,178
1,NCR17,114.5492,1274.3412,0.024378706,9.8,OUT035,1,2,1,0.9988808191929445,2,9,6,1468
0,FDU04,120.0414,487.3656,0.009714595,7.93,OUT019,0,2,0,2.03215612351227,1,28,4,970
0,FDF41,246.046,1231.73,0.131383762,12.15,OUT049,0,1,1,0.8760887632599259,1,14,9,382
2,FDB56,187.4556,3755.112,0.07461309,8.75,OUT035,1,2,1,1.1406381675043848,1,9,6,231
1,NCP18,149.9708,4363.6532,0.028459761,12.150000000000002,OUT027,2,1,3,0.9178236759482314,2,28,5,1442
2,FDB56,187.8556,1314.2892,0.07462720099999999,8.75,OUT046,0,2,1,1.1408538876304597,1,16,8,231
0,FDT28,151.0708,1805.6496,0.063695084,13.3,OUT045,1,1,1,0.9241603474535889,1,11,7,940
2,FDD10,178.5344,2854.9504,0.045797829000000005,20.599999999999998,OUT027,2,1,3,1.031674956283392,1,28,5,284
2,FDW57,179.1028,3896.2616,0.11585722300000001,8.31,OUT049,0,1,1,1.1434172322184795,1,14,9,1113
2,DRB48,38.7822,667.7974,0.024832806000000002,16.75,OUT013,2,0,1,1.0358550701475788,0,26,1,7
0,FDP09,212.0902,3185.853,0.034027909,19.75,OUT018,2,1,2,0.878292065399008,1,4,3,737
2,FDH14,141.1838,2247.7408,0.046769599999999995,17.1,OUT013,2,0,1,0.8740008565954392,1,26,1,438
2,FDA47,163.121,1794.3310000000001,0.11657670199999999,10.5,OUT013,2,0,1,1.0269770126654036,1,26,1,181
2,FDG12,121.3098,2530.7058,0.004924115333333334,6.635,OUT045,1,1,1,1.0,1,11,7,400
0,DRE60,225.372,679.1160000000001,0.278974075,9.394999999999998,OUT019,0,2,0,1.6148105888188795,0,28,4,36
0,DRK49,41.4138,812.2760000000001,0.035913805,14.15,OUT013,2,0,1,1.0320655400408245,0,26,1,111
0,FDD03,232.53,699.09,0.079806266,13.3,OUT046,0,2,1,0.9990697472460142,1,16,8,279
0,FDS52,102.4016,2732.4432,0.005505481,8.89,OUT017,1,1,1,0.8796765744587313,1,6,2,910
2,FDW39,176.937,176.437,0.064625342,6.6899999999999995,OUT019,0,2,0,2.2590030521565168,1,28,4,1099
0,FDX34,121.7098,4097.3332,0.071636937,6.195,OUT027,2,1,3,0.9942317071612333,1,28,5,1144
2,FDV11,173.2054,3151.8972,0.078393078375,9.1,OUT045,1,1,1,1.0,1,11,7,1025
0,FDD17,239.0906,5942.265,0.032677677999999995,7.5,OUT049,0,1,1,0.9600513321983414,1,14,9,288
2,FDZ16,192.4478,4843.695,0.160760054,16.85,OUT017,1,1,1,0.9643770890741937,1,6,2,1228
0,FDZ46,109.0228,2542.0244,0.06911065,7.485,OUT035,1,2,1,0.9988808423019978,1,9,6,1251
0,DRA12,140.3154,2552.6772,0.041177505,11.6,OUT017,1,1,1,1.178594921346777,0,6,2,0
0,FDY58,227.0694,1141.847,0.040081193,11.65,OUT018,2,1,2,0.8782920723575603,1,4,3,1213
1,NCF19,47.5034,680.4476,0.035307322,13.0,OUT017,1,1,1,0.8796766231887589,2,6,2,1317
0,DRJ13,159.0578,2085.9514,0.063017847,12.65,OUT045,1,1,1,0.9315179229166382,0,11,7,91
2,FDB14,92.512,186.424,0.171938781,20.25,OUT010,2,1,0,1.7289048798428783,1,15,0,200
2,FDJ38,190.153,3036.048,0.040197932,8.6,OUT035,1,2,1,1.0268322866030557,1,9,6,528
0,FDW11,62.7194,866.8716,0.049058014000000004,12.6,OUT017,1,1,1,0.9348909916042781,1,6,2,1075
0,FDL40,95.041,868.8689999999999,0.01161096,17.7,OUT035,1,2,1,1.1524417273242413,1,9,6,605
0,DRI49,82.4276,1137.1864,0.183507295,14.15,OUT046,0,2,1,0.9990697492376226,0,16,8,86
0,FDV38,52.7956,928.1252,0.102349519,19.25,OUT017,1,1,1,0.8796766148142436,1,6,2,1048
0,DRG23,151.7682,762.341,0.08670898699999999,8.88,OUT013,2,0,1,1.0363413496738674,0,26,1,55
1,NCP30,40.2822,707.0796,0.032835147,20.5,OUT045,1,1,1,1.0010958955480702,2,11,7,1444
0,FDY25,180.5976,7968.2944,0.033809913,12.0,OUT027,2,1,3,1.1363659495637664,1,28,5,1186
1,NCH54,160.292,1438.128,0.07266912,13.5,OUT046,0,2,1,0.862651744964282,2,16,8,1340
1,NCR53,224.4404,6976.2524,0.144338493,12.150000000000002,OUT027,2,1,3,0.954309088738357,2,28,5,1476
0,FDS52,101.7016,101.2016,0.009163216,8.89,OUT010,2,1,0,1.464116661542459,1,15,0,910
0,FDG02,188.5188,952.0939999999999,0.011307038,7.855,OUT018,2,1,2,0.926046942176665,1,4,3,394
1,NCO26,116.0492,1969.4364,0.076855628,7.235,OUT046,0,2,1,0.9296326048503732,2,16,8,1428
0,FDH35,165.4526,5262.4832,0.059956876,18.25,OUT027,2,1,3,1.0319385007878608,1,28,5,453
0,FDB51,60.5852,1314.2892,0.038532062,6.92,OUT045,1,1,1,1.001095885421211,1,11,7,228
0,FDX44,90.8172,535.3032,0.043209581,9.3,OUT017,1,1,1,0.9275067689403469,1,6,2,1152
1,NCN07,132.1284,263.6568,0.056816465,18.5,OUT010,2,1,0,1.4641166640747971,2,15,0,1407
1,NCC31,154.5972,1402.1748,0.019866705,8.02,OUT035,1,2,1,0.9583206892729483,2,9,6,1289
1,NCX54,105.1622,1693.7952,0.048331717,9.195,OUT017,1,1,1,0.9348909809950855,2,6,2,1538
1,NCO55,105.5938,2143.876,0.091221855,12.8,OUT045,1,1,1,0.8765027636722214,2,11,7,1436
1,NCC30,177.6344,2676.5159999999996,0.027622076000000002,16.6,OUT049,0,1,1,0.9310779320436928,2,14,9,1288
2,FDI16,53.06399999999999,905.488,0.14164533829999998,14.0,OUT035,1,2,1,1.0,1,9,6,479
0,FDP16,246.3802,7370.406,0.039355947,18.6,OUT049,0,1,1,0.9310779430846443,1,14,9,743
0,FDB11,226.8404,6301.1312,0.060836524,16.0,OUT035,1,2,1,0.9294568219899721,1,9,6,198
1,NCB06,160.692,1597.92,0.082316506,17.6,OUT035,1,2,1,0.929456818503636,2,9,6,1274
0,FDA45,178.237,529.311,0.155350299,21.25,OUT035,1,2,1,1.1423485111787088,1,9,6,179
1,NCO26,117.5492,1969.4364,0.076841095,7.235,OUT035,1,2,1,0.9294568161541141,2,9,6,1428
0,DRJ25,50.3692,1034.6532,0.151419185,14.6,OUT017,1,1,1,0.9348909874937066,0,6,2,94
2,FDR28,161.52100000000002,1794.3310000000001,0.026001976,13.85,OUT018,2,1,2,0.9334195337935713,1,4,3,843
2,FDI04,197.6426,2768.3964,0.073209447,13.65,OUT018,2,1,2,0.8782920695301611,1,4,3,470
0,DRK12,31.29,898.83,0.041683481,9.5,OUT027,2,1,3,1.118510677614236,0,28,5,104
0,FDX20,226.172,3169.208,0.042560252,7.365,OUT046,0,2,1,0.9222899096810624,1,16,8,1132
1,NCI18,223.5746,3589.9936,0.014081156000000001,18.35,OUT018,2,1,2,1.0031395315671328,2,4,3,1344
2,FDB36,132.5626,262.3252,0.030340533875000006,5.465,OUT018,2,1,2,1.0,1,4,3,216
0,FDN13,99.8358,1910.1802,0.152918384,18.6,OUT017,1,1,1,0.9275067616421127,1,6,2,661
0,DRD24,140.9154,1701.7848,0.030969273999999998,13.85,OUT017,1,1,1,0.8796766065967719,0,6,2,20
2,FDQ28,154.5656,2471.4496,0.06037677599999999,14.0,OUT013,2,0,1,0.9581548452467621,1,26,1,797
2,FDM22,54.763999999999996,1331.6,0.04192285,14.0,OUT013,2,0,1,0.9577807072177706,1,26,1,631
0,FDR07,97.0094,1808.9786,0.077367431,21.349999999999998,OUT027,2,1,3,0.8704928811879857,1,28,5,824
0,FDV25,222.5456,3315.684,0.045838211,5.905,OUT018,2,1,2,1.032019303296592,1,4,3,1037
0,DRF49,114.2518,2618.5914,0.071077939,7.27,OUT046,0,2,1,0.9222899205805942,0,16,8,47
2,FDW51,214.55599999999998,2769.728,0.09465987099999999,6.155,OUT046,0,2,1,0.9296326010221122,1,16,8,1109
2,DRL01,233.4958,5375.0034,0.077608838,19.5,OUT017,1,1,1,0.9640005180117761,0,6,2,113
0,FDP25,216.8824,2838.9712,0.021327477,15.2,OUT017,1,1,1,0.8796766086282274,1,6,2,750
2,FDL50,125.0046,1743.0644,0.042485444000000004,12.15,OUT018,2,1,2,1.0029791841441567,1,4,3,611
1,NCB30,198.8084,5555.4352,0.025578526,14.599999999999998,OUT027,2,1,3,0.8588781859041476,2,28,5,1278
0,FDW11,61.9194,619.194,0.048980800000000005,12.6,OUT018,2,1,2,0.9334195363385649,1,4,3,1075
1,NCM43,164.821,2120.573,0.019471688,14.5,OUT035,1,2,1,0.8745633861423519,2,9,6,1401
0,FDK44,173.0738,3823.0236,0.122918852,16.6,OUT017,1,1,1,1.0334068463863535,1,6,2,568
2,FDM15,151.4366,1360.2294,0.057373797000000004,11.8,OUT013,2,0,1,1.0269215074287217,1,26,1,627
2,FDS31,178.8318,3969.4996,0.044155597000000005,13.1,OUT013,2,0,1,1.2835635625069757,1,26,1,892
0,FDI32,115.1834,345.5502,0.291865402,17.7,OUT010,2,1,0,1.7757189021520592,1,15,0,488
0,FDR47,196.5794,585.2382,0.0853547126,17.85,OUT010,2,1,0,1.0,1,15,0,857
2,FDB35,92.6804,1010.6844,0.064750025,12.3,OUT045,1,1,1,0.8765027642551428,1,11,7,215
1,NCU05,81.4618,161.1236,0.098312421,11.8,OUT010,2,1,0,1.556014400369685,2,15,0,1499
2,DRY23,42.1112,42.6112,0.191013663,9.394999999999998,OUT019,0,2,0,1.614810591823397,0,28,4,142
0,FDO24,157.4604,3010.7476,0.176573035,11.1,OUT045,1,1,1,1.154451505620405,1,11,7,707
2,FDQ28,153.0656,6024.1584,0.060134441,14.0,OUT027,2,1,3,0.9543090874934353,1,28,5,797
0,FDV39,198.1426,988.7130000000001,0.0072946519999999996,11.3,OUT045,1,1,1,1.1262327974121638,1,11,7,1049
1,NCO17,117.944,239.688,0.128478462,10.0,OUT019,0,2,0,2.030821695588021,2,28,4,1426
2,FDU50,112.8176,1374.2112,0.075107656,5.75,OUT013,2,0,1,1.1413557259797926,1,26,1,1008
2,FDT12,226.8062,4739.8302,0.049381405999999996,6.215,OUT027,2,1,3,1.0279231323482272,1,28,5,926
2,FDK58,100.0016,1012.0160000000001,0.045165795999999994,11.35,OUT018,2,1,2,1.1647421241026197,1,4,3,578
2,FDO08,165.7526,657.8104,0.09415375,11.099999999999998,OUT019,0,2,0,1.6790026719759485,1,28,4,694
1,NCW29,130.431,778.9860000000001,0.028907832,14.0,OUT049,0,1,1,0.8760887780212523,2,14,9,1523
2,FDE04,179.766,2336.958,0.018059621,19.75,OUT045,1,1,1,1.0388202836684413,1,11,7,319
1,NCB19,85.0882,2233.0932,0.09043609400000001,6.525,OUT049,0,1,1,0.9237238358273694,2,14,9,1277
0,FDV15,103.9648,1661.8368,0.146399712,10.3,OUT049,0,1,1,0.9237238319507569,1,14,9,1029
2,FDL58,264.7568,4745.8224,0.07426435599999999,5.78,OUT049,0,1,1,0.9605895800086919,1,14,9,616
2,FDA08,164.1526,3124.5994,0.050186725999999994,11.85,OUT045,1,1,1,1.0296561079411697,1,11,7,150
0,FDT43,50.1324,467.3916,0.020631654,16.35,OUT018,2,1,2,0.8782920556602148,1,4,3,951
1,NCX06,182.5976,5070.7328,0.01561108,17.599999999999998,OUT027,2,1,3,0.8704929095813484,2,28,5,1530
0,FDT20,37.6164,540.6296,0.041395445,10.5,OUT046,0,2,1,0.9296325980403759,1,16,8,932
2,FDB41,48.0718,992.7078,0.097313129,19.0,OUT046,0,2,1,0.8747287957135111,1,16,8,221
1,NCN55,238.8538,6008.845,0.059582996,14.6,OUT049,0,1,1,1.038306987239153,2,14,9,1420
2,FDE40,62.9194,2105.2596,0.09866365199999999,15.599999999999998,OUT027,2,1,3,1.0230940301501106,1,28,5,343
2,FDX49,232.63,5359.69,0.101338651,4.615000000000001,OUT027,2,1,3,0.9946778264859069,1,28,5,1157
1,NCM53,104.62799999999999,745.696,0.052146455999999994,18.75,OUT045,1,1,1,0.9315179299020399,2,11,7,1402
2,FDE36,161.8868,3275.736,0.041764487,5.26,OUT035,1,2,1,0.9579524690556221,1,9,6,340
0,FDN57,140.2154,1701.7848,0.054344185999999996,18.25,OUT045,1,1,1,0.9241603485727962,1,11,7,688
0,FDI24,177.937,6704.606,0.07836248400000001,10.299999999999999,OUT027,2,1,3,0.9178236833668947,1,28,5,484
0,FDI19,242.7512,4119.9704,0.052339069,15.1,OUT046,0,2,1,1.0423259499096666,1,16,8,480
2,FDF24,81.5934,327.5736,0.042464962,15.5,OUT010,2,1,0,1.5560144068778499,1,15,0,371
0,FDG52,45.7402,780.9834,0.06573288299999999,13.65,OUT049,0,1,1,1.0006230405301115,1,14,9,424
0,DRF36,189.3846,3630.6074,0.023625114,16.1,OUT045,1,1,1,0.9315179356850788,0,11,7,44
2,FDS45,107.3622,317.5866,0.051643608,5.175,OUT019,0,2,0,1.531537193669292,1,28,4,903
0,FDX40,39.7164,231.6984,0.165694219,12.85,OUT010,2,1,0,1.6044346451457265,1,15,0,1150
0,DRK12,32.99,133.16,0.041878397000000005,9.5,OUT035,1,2,1,1.1237409420261228,0,9,6,104
0,DRC27,245.1802,5650.6446,0.058091482,13.8,OUT035,1,2,1,0.8745633898078159,0,9,6,13
2,FDL58,263.7568,2636.5679999999998,0.07731122380000001,5.78,OUT017,1,1,1,1.0,1,6,2,616
1,NCD30,96.0726,1272.3438,0.026903714,19.7,OUT045,1,1,1,1.0382411437939263,2,11,7,1298
1,NCZ54,161.5552,324.9104,0.0813447597,14.65,OUT010,2,1,0,1.0,2,15,0,1558
2,FDE10,130.0626,131.1626,0.150554711,6.67,OUT010,2,1,0,1.7355638562226758,1,15,0,323
2,FDR44,131.2968,260.9936,0.09157041555555556,6.11,OUT010,2,1,0,1.0,1,15,0,854
2,FDP28,260.0936,260.9936,0.13497562800000001,13.65,OUT010,2,1,0,1.5560143938388802,1,15,0,753
0,FDX15,160.6578,3690.5294,0.15616879,17.2,OUT013,2,0,1,0.9982383500644568,1,26,1,1129
0,FDA39,40.2822,1139.1838,0.011040999499999999,6.32,OUT035,1,2,1,1.0,1,9,6,175
2,FDY24,52.9298,1995.4026,0.133700752,4.88,OUT049,0,1,1,1.0620630277163012,1,14,9,1185
2,FDC60,88.3514,1416.8224,0.115119905,5.425,OUT017,1,1,1,0.8796766119655859,1,6,2,277
2,FDH28,37.2506,265.6542,0.11003099699999999,15.85,OUT046,0,2,1,0.9581336434912332,1,16,8,448
0,FDT25,121.7072,3552.7088,0.051038045,7.5,OUT017,1,1,1,0.8796766155939332,1,6,2,937
0,DRJ13,161.5578,2406.867,0.062837968,12.65,OUT013,2,0,1,0.9288589854817186,0,26,1,91
1,NCO07,211.956,213.05599999999998,0.017116983,9.06,OUT019,0,2,0,1.6148106140981398,2,28,4,1424
0,FDW20,124.17299999999999,2956.152,0.024129332000000003,20.75,OUT013,2,0,1,1.0358550520433913,1,26,1,1082
0,DRF27,152.134,153.134,0.049754975,8.93,OUT019,0,2,0,1.614810585881248,0,28,4,43
0,FDS49,79.7644,1649.8524,0.07721649277777778,9.0,OUT035,1,2,1,1.0,1,9,6,907
0,FDX25,181.9292,3101.2964,0.101561568,16.7,OUT027,2,1,3,1.3259467818534034,1,28,5,1137
1,NCX42,165.6526,4769.1254,0.0059496440000000005,6.36,OUT027,2,1,3,0.9178237065234705,2,28,5,1536
2,FDG33,170.4764,3435.528,0.13956116,5.365000000000001,OUT027,2,1,3,0.870492878994874,1,28,5,413
0,FDL56,86.4198,1133.8574,0.126035694,14.1,OUT045,1,1,1,0.9241603432989562,1,11,7,614
0,FDF14,152.334,2603.278,0.027164679,7.55,OUT035,1,2,1,0.9988808467785639,1,9,6,365
1,NCD06,45.406000000000006,605.878,0.099325278,13.0,OUT046,0,2,1,0.9222899126493381,2,16,8,1294
0,DRM47,192.8846,2293.0152,0.04357366,9.299999999999999,OUT027,2,1,3,0.9251308182990381,0,28,5,126
2,FDS46,118.7782,119.1782,0.082741482,17.599999999999998,OUT019,0,2,0,1.61481058939147,1,28,4,904
2,FDB35,92.9804,1929.4884,0.064565202,12.3,OUT013,2,0,1,0.8740008676088028,1,26,1,215
0,FDX21,109.8912,2074.6328,0.08455456900000001,7.049999999999999,OUT027,2,1,3,0.8704928772575169,1,28,5,1133
1,NCU05,79.9618,241.6854,0.058451805,11.799999999999999,OUT027,2,1,3,0.9251308164570655,2,28,5,1499
1,NCR38,251.3724,6795.1548,0.113748685,17.25,OUT045,1,1,1,0.9241603485949121,2,11,7,1472
